Text;Label
I accidentally dropped my laptop and now the screen is broken. It wen all dark. Can I have some assistance on retrieving my data and what do I need to do to get a new laptop?;IT
How can I participate in the severance program? ;HR
Hey, before Covid, we could use the internal portal if we did not go for lunch to receive 2 euro per meal. As we are all at home now, do we still have to decline every meal manually? Thanks;HR
Hello I would like to ask if you have an adapter available that would allow me to connect my simcard to my laptop to access the internet. Because my phone dies to quickly if I use hotspot for too long. Thanks;IT
I have tried to order me a new laptop, it seemed to go through. However I don't see in under my current orders in the cabinet. Can you please see if the order is registered or do I need to do it again?;IT
I need to setup a zoom meeting and need a corporate account for this. Is there a standard procedure for how to request one? Thanks;IT
Hello. When I make an attempt to print anything, an error message appears and reports that I do not posess the necessary licence to execute task. What should I do? Thank you;IT
hey I cant connect to internet on my phone, not wifi or mobile data, please help me fix the issue?;IT
Hey my laptop charging port is broken - I can’t charge my laptop. I know it's not the charger because it works at my colleague's laptop, and hir charger does not work on mine either. What shall I do? It is pretty urgent. Thank you;IT
I have received system notification that I need to update my pasword. I am afraid though that if I do so, I will forget the new one and get in trouble (we are not allowed to write it down). Is there a way I can keep my current one? ;IT
I would like to change my hardware, who do I need to contact to create an appointment? Thanks!;IT
Hello my manager asked me to create this ticket as she gets notified everytime I make anything in the system. She would like to disable this, could comeone help? Thank you;IT
A following guestion. I have granted acces to my team in MS teams. They can see the same folders and files as me. But if I share a link to the files in teams (that are in the same group) they can’t open it and say the file is private although I shared with them can someone liook into this?;IT
Good morning. I need a specific program from our software store but I see that receiving a permission to install it needs an approval from my manager (as it requires paying an additional personal license). Will my manager get notified automatically to grant approval or do I need to contact him? thanks;IT
When I switch on my laptop it does not turn on i.e. it starts to load but then freezes and switches off again. It cannot be the battery because it also happens when it is plugged in. Can someone please investigate the issue? I am unfortunately unable to work like this.;IT
I cannot login into my portal. I am sure I am using the correct name and password but it is not going anywhere.;IT
Hey what should I do if I cant log into my user on my pc? I am 100% sure I enter correct password etc but it still says my credentials are invalid. Ia there a way to reset things without data loss? Thanks;IT
Hello is there a problem with servers for the customer demos? I am trying to access it but can't get through.;IT
"hello, I changed my account password as requested by the system (6 months have passed). When I try to log in with new password I get the ""password incorrect"" message. What do I do? I only have acces to my phone now";IT
Hello, I would like to make an appointment at the onsite IT department to exchange my software, could you please help me firther?;IT
dear it team, could you please provide me all necessary authorizations for Concur? I cannot book anything myself;IT
Can you please assist me with the following question. Do I automatically lose access to my profile after my contract expires or do I need to let IT block it somehow, thank you;IT
My iphone keeps sending me sound notifications even if I don't receive any messages on any of the apps. It is pretty annoying, and when I turn them off I don’t get notified when I receive important messages. Can somebody look into this?;IT
I have a problem. The in-place monitors on my workplace are not working, I cannot connect my pc.;IT
I have been trying to connect my pc via hdmi to big screen to show my team a presentation but my laptop does not connect, could you help me?;IT
Hi, my mouse accidentally broke on the short notice and I need it today for work. Is there a way I could quickly borrow one from IT? Or the only way is to buy a new one? Thanks;IT
The printer in my office has broken, I cannot print anything as it does not connect to my laptop via wifi. Can someone investigate?;IT
Hello IT, I am writing from my colleague's computer. My name is Rebecca Baker, I5410012, and my computer does not start at all. I enter the password and the username but it simply won't do anything. How can we meet? Thanks!;IT
My laptop's touchscreen is not working properly - there is a place on the screen where it seems to be pressed. In this way I am unable to work as something is pressing on a screen spot constantly and it closes windows/disables mouse every few seconds. Can sombody help me please?;IT
hello, I have a following issue. The files in teams should be autosaved automatically. However they are not saved and you can’t even manually save them. The only way to make changes is to download the file, change and upload again. Could you please make it autosave again?;IT
dear IT team, I have ordered a yearly zoom licence a week ago and still have not received my corporate account. How long will it take to have it set? Thank you;IT
After going on a business trip (on a plane) my pc's battery does not hold longer than 1h. Can you help me fix it or who should I talk to to get a new computer?;IT
hello I can't download anything from the software store, can I get assistance?;IT
When I try to enter the internal system I receive the attached popup. I would appreciate it if you help me fix it. thanks;IT
Good day. It takes ages to charge my laptop in the last 2 weeks but it was not the case before. Could someone please look at what might be the reason for this? Or eventually replace a battery on my pc? Thank you;IT
Hello I am using the older version of snagit, the screencapture program which I downloaded from the software store. I know the new version has come out. Am I supposed to update it? For how long will the older versions still be supported at our company? I like my current version better and would like to keep it;IT
whenever my skype app is on, I can’t make any calls in any other apps (teams, zoom etc). I can only hear a strong beeping noise coming from skype ehich disappears only if I turn it off completely. However I still need skype for messaging etc. Can someone help me fix this?;IT
Hi, I have forgotten my global password so I have no more access to my laptop. What are my next steps to have the issue resolved?;IT
Good day, I have added adblocker addon to my chrome browser but now I can’t access any of the corporate websites unless I disable it. Is this normal? Am I supposed to be able to access them with adblocker? I know it works for my colleagues;IT
After the new update my MS office applications automatically create protected files that can only be opened with a password. How can I disable this feature again? Thanks;IT
I have a following question. When I download something from te software store but after a while a new version of the program comes out. Is the program going to update itself automatically or do I need to download it again every time? Thanks;IT
Hello, I ordered a new iphone but the order process seemed to have broken. I repeated the steps again and now I see both orders in my cabinet. Could you help me delete one of them?;IT
hi, how do I switch on the mail notifications again? I switched them off for I had a workshop and did not want to be distracted but the option to turn them on does not appear anywhere;IT
hello, the print screen functionality does not work on my laptop anymore. Even if I dowload programs they still crash. What should I do to have this issue resolved?;IT
Hello, I have an issue with my laptop touchscreen. It looks like some force is pressing on the screen itself and the laptop becomes uncontrollable - it is stronger than a mouse. What shall I do?;IT
Good morning. After the last evening's update my touchpad does not work. I am assuminng it just is disavbled but I can't enable it myself again. ;IT
Hi, how can I make an appointment to physically show the IT my pc? It starts making strange sounds from time to time. Thank you;IT
Some of my excel functions are disabled, I cant create or use any of the pivot charts to do important analytics. Restarting or redownloading file did not help. Any support will be appreciated.;IT
A following question. I need to buy something from the hardware store for work - and I have my manager's oral approval. Who gets charged if I order things - is it out department or me personally? Specifically, I need special adapters for my laptop. Thank you;IT
Do I need to make an appointment to change my old hardware for the new one or could I just come by after its scheduled arrival date? Thanks;IT
dear team, there is come kind of a permissions error that does not allow me to save generated reports. I believe it has to do with the server where reports are published to. Can you resolve the issue? thanks;IT
When I generate a new document, the program cannot find a path where to save it which makes me unable to finish report generation;IT
Hello, I cannot turn on my computer for some reason, can I come over to the it desk tohave it looked at? I have an urgent important meeting and need information that is stored on my laptop;IT
I am having trouble with my laptop keyboard - at times it freezes and does not react to any of my moves which significantly reduces my productivity. What are my actions to have this fixed?;IT
I am receiving a server error message when I log into my personal account in portal. I can't see my data. Help me please?;IT
I can't find the important functions in the videoconferencing app after the new update. Do you have a manual where I can find the necessary functions in the new layout? Thanks;IT
hello I can'y log into my mailbox.i am using the correct name but it still does not work. I even tried password reset but still no result, could someone investigate?;IT
My laptop is getting very hot right aftr I turn it on, can I come by for someone to have a look?;IT
There is an issue with my laptop's keyboard. Whenever I press buttons, it freezes and the same letter comes out multiple times (e.g. Pppppppppppp) and then th whole progreams stops working as I have to manually stop the same letter form being printed. Can i get some assistance here? ;IT
My team calls add in has disappeared from my email application after the last update yesterday. I have tried fixing it myself but it doesn’t work. Can you help me further?;IT
There is something wrong with my screen resolution - content of the screen cannot be seen fully. I even cant adjust it- the option seems to be locked. I need some assistance here, thank you;IT
I am trying to print some files for my meeting but the printer wouldn't work. It first lights up but then goes into hibernation without any output. All files are just stored in the print queue. Can someone have a look?;IT
Hello, my web camera is broken - it switches on and off uncontrollably. Can you help me with this please?;IT
Hello  could you please lend me headphones? My current headset is not working (it is old already) and I need new one. What are my next steps to get them? ;IT
Hello, the system does log me in automatically as previously when I started work, now I need to enter my credentials manually everytime I close my laptop, how could I resolve the issue?;IT
can't open software store on my laptop, is there any malfunction with it? ;IT
My laptop somhow does not recognize my printer. Even though I used it before, now I am unable to print. Thanks;IT
Hello I have, just as required, changed my password. Now, when I try to log into my laptop, it says the password I enter is wrong. I am certain I am typing the correct thing. What should I do? I only have my phone now where I am typing this ticket.;IT
There is an issue with my phone battery. When I unplug it from the charger my phone is working for aroumd 20 min and then the battery is shown as low again. Can you please book a new phone for me? I am traveling for work a lot so a lot of my work is in the phone.;IT
how often am I allowed to change my hardware? I am using my current hw for almost 2 years and I don't know if there's a way to get newer devices;IT
Hello, it seems like all MS office apps were deinstalled from my pc after the last update, can you please help me install them again? Thanks;IT
Hello, for some reason I cannot use my headset with blutooth anymore - it does not seem to be able to connect to laptop. What are shall I do and who shall I contact to repair it? Thank you;IT
Hello, my mail app stopped sending me notifications and even though I checked that they are enabled in settings, I don’t get notified when new email comes. I would appreciate if I could get any assistance on this;IT
hello, I need to connect mt laptop to a bigger monitor, but I don’t see the option to duplicate screens. All I see is to extend but this is not what I need. Could someone help me figure out the problem? Thanks ;IT
Good morning. I had a software update this morning and after it finished I realized that some of my important documents were missing/deleted. Is there a way I can restore them? I had the saved and closed before the update;IT
Is the company hardware insured? What happens if e.g. a phone or a laptop is broken? Who bears the costs? What is the procedure to exchange broken hw for new one? I haven't had this problem but would like to know what would happen in such case.;IT
I can’t open any of the nicrosoft office programs. Can someone reinstall them or make sure they work again?;IT
I cant connect headphones to my company phone which significantly reduce my mobility, can someone please look at it and tell me what to do?;IT
I cannot access any internal systems from my pc, I keep getting message that the user id is invalid. Could you please help me fix the issue?;IT
do I need an appointment to show someone my laptop? It does not turn on anymore, thank you;IT
hello is am shown as a team owner in a Microsoft teams group. However I cannot add anyone else to the team. What might be the reason for this?;IT
There seema to be a detail loose on my computer, it sounds like there is something inside of it when it moves. Can it get broken because of this?;IT
Hello, my printer does not work properly, it prints all pages completely black and no content can be seen. Could you swnd somone over to fox it or get me a new one? Thank you;IT
