Text;Label
I have a following problem: today is January 15th and I still have not received my salary for November.Can you help me further?;HR
My touchpad is broken - it controls the cursor and may move it randomly across the screen. Even if I use the mouse it does not help. Help me?;IT
Last month you took our firre distinguisher as they have something like an expiration date. However, there is still no replacement for our old guy. Can you bring us a new one asap? The law requires it so.;Facility Management
Hey, could you please fix my locker? I need to apply a lot of physical strength to pull the door… maybe some oil needs to be applied as it squeaks when I try to open it.;Facility Management
Hello, I have ordered myself a new corporate phone but unfortunately I don't see the date when it is supposed to arrive, could you help me further if I tell you the order number?;IT
Hello, would you find it disrespectful if your colleague received a gift for an anniversary at the company but you did not? Well. I am 25 years with this company. My colleague received a golden watch but I did not get anything… This makes me really sad... 25 years... for nothing ;HR
Hey, our cafeteria was fantastic but since the last month so much has changed. We don't have 2 vegetarian menus anymore, only one and for the 3rd time in a row, it is just gross. I cannot afford losing time by going elsewhere for lunch…;Facility Management
My SSO does not let me edit the files I created, saying I need to log in but then the system fails, what should I do?;IT
The elevator at building 7 is broken, the doors open and close every 5 seconds.;Facility Management
Hi my chair is broken can I please get a new one? Thanks;Facility Management
"hi… can you teach the cleaners please that they put a ""caution wet floor"" sign? My assistant fell today due to a wet floor and I don't know what to do without her…";Facility Management
My computer mouse is moving uncontrollably as soon as I turn it on - is there a way it can be fixed or should I just buy a new mouse?;IT
Good afternoon. We expecting the air conditioner audit today. Where is he?;Facility Management
Hey, as I have a child, I would like to use the chance to work from home at least 3 times per week.  Is that possible?  My manager does not mind;HR
Sorry for bothering you, but I have a certain issue with bullying here in my team. I already informed my team lead about the problem, but she did not do anything about it. Can you help me?;HR
good morning. I have an issue with my mail notifications. They are not shown properly, I receive a new mail notification only after a few hours which somwtimes is too late or don't rceive at all. Could someone please help me?;IT
Do I get a new company phone if my current one is broken? Do I need to pay anything for it? Thnks;IT
Hi, our office's fridge stopped working. Could you please check it as soon as possible? Some colleagues need to have their medicine in the fridge stored.;Facility Management
good morning. I saw in the newsletter that there will be an audit to ensure we have a save working environment. Still have not seen anybody. When will anyone come?;Facility Management
hello for some reason my laptop does not connect to wifi network in the office - I need to use mobile data to be able to work. My colleagues do not have this issue, could comeone help me rsolve it?;IT
Hi, I have a plant in my office and the person who cleans the office waters it everyday. I would like to ask him/her not to water it so much because it will die. Thanks;Facility Management
Hello, Can I rent a monitor for my home office? As I need to control multiple systems at once, this would be a great help;HR
hey guys, I am allergic to dust. I do understand that cleaners cannot take care of every dot in the office but is it possible to install an air filter? I have one at home and it saves my life;Facility Management
I deinstalled my email app on my iphone because it was not working properly. I installed it again but can’t log into my work mail account, it says my user cannotbe found. What should I do?;IT
Hi, is there a mandatory learning program I need to participate in as a new joiner?;HR
Hello I just started work here and am still in need for some devices. I would like to get a corporate phone - who do I need to contact and what do I need to do?;IT
Hello, I am having an issue with my webcam. It does not work for some reason anymore, and I need it for online meetings. Thank you;IT
Hey, yesterday we had an emergency and we needed to extinguish the fire with our fire extinguisher which is next to the big windows in our office. I have a question: Does it have to be replaced now or can we still use it? I am not quite sure what to do…;Facility Management
hello, do we have something like a software store where I could downoad programs/apps I need for work? Some of the programs I need are not free, so I am wondering if there is a collection of programs where the company already has a license. Thank you;IT
Hello! Our company has grown steadily the last 10 years. We have so many locations and buildings and not me, not my colleagues and friends know where to find what. Could you maybe align with our IT department to create a facility app? This would help a lot to find out where we have what and tickets like these would not land in your e-mail box anymore.;Facility Management
Dear facility management team, can we get a new coffee machine? Ours is old and roughly every 10 days something is wrong with it…;Facility Management
Hello. My laptop charger seems to be broken - I received it from IT together with my laptop. Shall I bring it over to fix it or will you give me a new one? Or shall I just buy a new one without coming to you? Thanks;IT
I see in my payslip that my payments do not cprrespond to the actual hours worked. Could you please assist me to understand?;HR
Hey… my bag was stolen and I had the keys from the locker in my office in it… Can anyone open the locker from me and/or change the lock, please…;Facility Management
hey, I know that it is possible to organize round trips of our company. My parents come from Japan to visit me . How can I get the allowance for them to enter the territory?;HR
Hello my laptop touchscreen does not work - it does not react neither to my fingers nor to special stylus that comes with the pc. What are the necessary actions froom my side to have it fixed asap?;IT
hello, I got married and changed my name. can you please update my email address in correspondence with it? Thanks;IT
Hey! Quick question: Do we have a company kindergarten? May I bring my brother's or my partner's children?;Facility Management
I attached the birth certificate of my son. Please confirm the paternity leave I have requested for 1 month;HR
Hello, I have a following problem. After the last software update my computer is leading very slowly - up to 10 minutes. Is there any way to speed it up? Could you please helpme further?;IT
Hey my department wants to hire a new intern, can we do that or do we still have this hiring freeze?;HR
Hey, I need to take a week off from 1st May until 5th May. Can you maybe guide me through the internal system?;HR
As the audit did not come today again, I decided to do it on my own as I am possibly the only one to value my employees. Building 4, 5th floor, please remove the mould in the showers and in the office of Hanna Parker!!!;Facility Management
Hello, I just received my last payroll, and discovered that my tax class is set wong. My tax class is 1 and not 5. Could you please correct that? Thank you. ;HR
Good morning. I have ordered some things (hardware) from the store and would like to know where it will be delivered - to my office directly or to the IT desk in our building/facility? Thanks;IT
"Hi! Can we get some ""COVID-Traffic-Light"" for our company? I need to go the office at least once a week but I don't want to contact too many people as my husband has a chronical disease and I don't want to spread the virus. Maybe we could try to register online if people want to come to the office or not. ";Facility Management
I have shared some importand documents (word, excel) with my colleagues so that we can all work simultaneously. However the system does not allow us to open them at the same time - the 2nd one just gets kicked out of it when he tries to open it. Is there a way out of this? thank you;IT
The recent software update has deleted important documents from my pc. Is there a way to restore them? Thank you.;IT
Hi, I had a surgery on my shoulder and I cannot work for the next twoo weeks. I have a sick certificate. Do I have to send it to you or do we have a function in our internal people portal?;HR
Good day. I accidentally spilled coffee on my laptop and it does not work anymore. What do I need to do?;IT
Hey, can you organize a painter for the offices in building 41? The walls are not white anymore and some have coffee or tea stains.;Facility Management
Hi, there is no cold water in women's bathroom in my building, the water coming from the tap is only hot so it is impossible to use the sink;Facility Management
Hey, my team and I played footbal yesterday and the ball landed on the roof of the building next to it. How can we get it back and where can we pick up the ball? Thanks ;Facility Management
Hi, I have a following question. I ahev just been transferred from a different location abroad abd would like to ask what holidays do we have off in Netherlands in this company? thanks;HR
hello, I was promised that my new locker would arrive on 5th February. Today is the 13th and there is still no locker. Please please please, my back hurts a lot carrying the documents around. I also dont want to disurb my colleagues eith my problems;Facility Management
This is a friendly reminder: I still cannot charge my electric car because technicians have not repaired the chargers in our parking lot. How much time is required for that?;Facility Management
Hey, I'd like to book a workshop room in building 3. We want to have a customer workshop and please check that it is clean and everything works as this customer has one of the highest priorities for our company. Could you please confirm the room and tell if we can have it for the 5th July?;Facility Management
The motion sensors that are supposed to turn on light in the bathroom do not react to movements. It is dark in there, so could you please make the lighting functionable again?;Facility Management
Hey, the christmas party was great. We had so many great artists and awesome food but please get some more security people next time. Some people dont know what they do after consuming too much alcohol…;Facility Management
Hey, I get hourly paid as I am an intern. There is a necessary surgery happening soon. Will I get paid during the sick leave? Thanks;HR
Hello I have no access to internal servers because there is a problem with vpn - I get a popup that a connection cannot be established. My actions?;IT
Hey, when I received my contract, you asked me to provide you the number of available holidays I had at my former company. I attached the document from previous employer to this ticket. Is there any other action required?;HR
Could you maybe tell if the soap in the bathrooms can be used by people who have certain allergies? Thanks!;Facility Management
Hey, someone broke the security fence around building 2. I didn't even enter the office… Please fix this. This is not okay at all. We might be in danger!;Facility Management
Hey, I work for 2 years in this company and we never trained a fire alarm. Have I missed it or why is that so? Best regards!;Facility Management
hey, I started my internship this week. Shortly after, i got an email where your colleague asked me to enter information about my residence permit. However,  I cannot edit this information in the system. Maybe we could have a call and I can show you the issue.;HR
I have a following question: I accidentally broke a pc charger that IT gave me, where can I get a new one? Do I need to refund it? Shall I give it back? Thanks.;IT
Hey where can I see the schedule of our internal shuttle bus? Sometimes I need to go to our colleagues in the next town but the taking the car is providing a sustainable future;Facility Management
Who do I need to contact if I would like to participate in a training which is not offered for free. I have received my manager's oral approval. Thanks;HR
Hey, can you please align with an expert on how to sit healthy? I know it sounds strange but I think the new office chair is the reason why my back hurts… Maybe this expert can change the configuration of our chairs;HR
My phone screen has broken, where do I need to go to have it repaired? Do I get a new phone instead? thanks;IT
There is no more water in the water cooler in our office area, can you please refill? I would appeciate it, thanks.;Facility Management
Hello, where do I find a list of programs that I am allowed to install on my crporate laptop? I need some programs but do not want to have any compliance issues.;IT
hello there seems to be a problem with a ticketing system, I was trying to attach a screenshot to my other ticket but it the option to add pictures/files was disabled. ;IT
Hello, I just got married and would need you to change my tax class form 1 to 5. Thank you.;HR
My in-place monitor is constantly blinking and black stripes appear on it - can you please have a look and change it if it cannot be repaired?;IT
Hello,  how many people are allowed to be at once in the elevators given the current situation? The elevators are always full despite the coronavirus restrictions and it is difficult to keep ditance. Thank you;Facility Management
Hey, the latest CEO meeting was awesome, I would like to say thank you for organizing the event in such a professional way. Sound was awesome, the drinks and the food was out of this world. Sometimes, it is just important to say thank you :);Facility Management
Where is more information about the severance program at our company?;HR
Hello, we are hiring a new team member and need to add another workplace in our office. For this we require a desk, two office chairs, cabinets and a table lamp. Thank you;Facility Management
I accidentally dropped my laptop and now the screen is broken. It wen all dark. Can I have some assistance on retrieving my data and what do I need to do to get a new laptop?;IT
Good morning, as I work on th 4th floor, I have recognized that the water pressure in the bathrooms is lower than for example on the 1st floor. Can you investigate that please?;Facility Management
My desk's lifting function is not workng properly anymore. I cannot lift my desk higher or lower it. My location is building 4, 2nd floor office 312. Thank you!;Facility Management
How can I participate in the severance program? ;HR
Hey guys, I think my colleague already wrote that she saw some dubious faces in the parking lot. Well… Today I have recognized that some cameras were either not at their correct place (I think some are not there anymore) and some were taped. We really need to get rid of strangers in our company... This is not funny anymore;Facility Management
Hey, before Covid, we could use the internal portal if we did not go for lunch to receive 2 euro per meal. As we are all at home now, do we still have to decline every meal manually? Thanks;HR
Hello I would like to ask if you have an adapter available that would allow me to connect my simcard to my laptop to access the internet. Because my phone dies to quickly if I use hotspot for too long. Thanks;IT
I have tried to order me a new laptop, it seemed to go through. However I don't see in under my current orders in the cabinet. Can you please see if the order is registered or do I need to do it again?;IT
I need to setup a zoom meeting and need a corporate account for this. Is there a standard procedure for how to request one? Thanks;IT
The water tap in the men's toilet on floor 3 is broken, so I am now completely wet. Can you please repair it? ;Facility Management
Hello. When I make an attempt to print anything, an error message appears and reports that I do not posess the necessary licence to execute task. What should I do? Thank you;IT
hey I cant connect to internet on my phone, not wifi or mobile data, please help me fix the issue?;IT
Hey I forgot to punch the clock yesterday morning,  came to work at 8 o'clock. Cany ou please correct my times schedule?;HR
Hello. I am going to travel to my customer abroad. Am I going to get any money back for the expenses that incur while I am there? If so, is the daily amount the same for all countries? Thanks;HR
Hey, my door squeaks like a little pig. Can someone come with WD-40 and fix this problem? Thanks! ;Facility Management
I have a question. Is there a system I am supposed to use to make all bookings and expense tracking for my business trips? Could you help me find it? Thank you;HR
Hey, as our gym is closed now, does our company offer some online yoga classes? Thanks;HR
Hey my laptop charging port is broken - I can’t charge my laptop. I know it's not the charger because it works at my colleague's laptop, and hir charger does not work on mine either. What shall I do? It is pretty urgent. Thank you;IT
Hey ho, good evening, there is no more gas in our water dispenser. Could please change the gas? I am missing my delicious water with gas and lemon juice :);Facility Management
Hola, the company's dog-policy promises dog sitters for the period from 9 to 5. How can I contact one?;HR
My legal immigration status has changed and I am no longer subject to local employment restrictions. Where do I need to provide the necessary documents to remove the resttictions from my contract as well?;HR
Sorry for bothering you, but my login data to the time recording system does not work. Could you please chek that and tell me whats going wrong?;HR
I have received system notification that I need to update my pasword. I am afraid though that if I do so, I will forget the new one and get in trouble (we are not allowed to write it down). Is there a way I can keep my current one? ;IT
Hey, the university of mannheim has this career event for young IT professionals. Can we maybe organize a stand for our company too? I can participate there too;HR
Hello, how can I change my banking details? I have changed bank and would like my salary to be transferred to the new account. Thank you;HR
I would like to change my hardware, who do I need to contact to create an appointment? Thanks!;IT
Hello is it possible to extend my parential leave? I would require more time with my family to finish my fresh build house.;HR
Hello my manager asked me to create this ticket as she gets notified everytime I make anything in the system. She would like to disable this, could comeone help? Thank you;IT
A following guestion. I have granted acces to my team in MS teams. They can see the same folders and files as me. But if I share a link to the files in teams (that are in the same group) they can’t open it and say the file is private although I shared with them can someone liook into this?;IT
Do you have a daily money reimbursemen for travelling for work? Like money for lunch etc, thank you;HR
Good morning. I need a specific program from our software store but I see that receiving a permission to install it needs an approval from my manager (as it requires paying an additional personal license). Will my manager get notified automatically to grant approval or do I need to contact him? thanks;IT
When I switch on my laptop it does not turn on i.e. it starts to load but then freezes and switches off again. It cannot be the battery because it also happens when it is plugged in. Can someone please investigate the issue? I am unfortunately unable to work like this.;IT
Hey I just reached the limit of my overtime hours, is it possible to pay out these hours or do I have to take free time to get rid of them?;HR
I cannot login into my portal. I am sure I am using the correct name and password but it is not going anywhere.;IT
hi, can anyone fix the light in building 7? It flickers and flickers without an ending…;Facility Management
hello, the handle on the heater is broken. I should be not movable at a certain point but it continues moving infinitely.;Facility Management
Hey what should I do if I cant log into my user on my pc? I am 100% sure I enter correct password etc but it still says my credentials are invalid. Ia there a way to reset things without data loss? Thanks;IT
Hello is there a problem with servers for the customer demos? I am trying to access it but can't get through.;IT
Hi guys! Is it possible to get bigger cups for water and coffee? I lose too much time running to the coffee corner and back grabbing 400ml of water which is empty in like 10 mins…;Facility Management
When I turn my heating on, it starts to smell strange in the office, can you please assist me on the matter? Thank you;Facility Management
Hey I am currently employed as an self-employed contractor at your company. I would be interested in becoming an internal employee. Can you currently offer me any internal job?;HR
"hello, I changed my account password as requested by the system (6 months have passed). When I try to log in with new password I get the ""password incorrect"" message. What do I do? I only have acces to my phone now";IT
Hello, I would like to make an appointment at the onsite IT department to exchange my software, could you please help me firther?;IT
dear it team, could you please provide me all necessary authorizations for Concur? I cannot book anything myself;IT
Hello, I have recently joined the company but I have worked here a few years back as well. Do I still need to do the mandatory new joiner training even though I know all the processes?;HR
Some colleagues are not aware of how to air a room correctly. They open the windows for like half an hour but switch on the heater immediately after. Can you place some tutorials to teach people how to air? Thanks;Facility Management
Hey, I am working for 3 years with this company. I know that I have the right to get a company car now. Can you maybe guide me through this procedure? Thanks!;HR
Hey, can you elaborate if IT has capacity to build a parking lot app? This would help us to save time as we would not enter the full parking lot P1 but would drive instantly to P2. Today I lost again 20 minutes because I did not find a spot in P1, then there was a company typical traffic jam before I could enter P2...;Facility Management
Where can I find the checklist with all necessary things I need to do before I leave the company when my contract expires? Thank you!;HR
Hi, I am leaving the company next month and would like to request a work characteristic. I know my manager should write it but I want to ask what is the general procedure and if I need to do anything for it. Thanks;HR
The coffee machine on 2nd floor in building 11 does not have hot milk and there is no more sugar in the coffee corner;Facility Management
Hello, There is no water in the bathroom on 3rd floor, can you please fix it?;Facility Management
Can you please assist me with the following question. Do I automatically lose access to my profile after my contract expires or do I need to let IT block it somehow, thank you;IT
I would like to ask what is the procedure to get cost reimbursement for visa fees I had to pay to make a business trip. I know the hotel and transport etc are covered, but what do I need to do in this case? ;HR
My iphone keeps sending me sound notifications even if I don't receive any messages on any of the apps. It is pretty annoying, and when I turn them off I don’t get notified when I receive important messages. Can somebody look into this?;IT
I am going to spend my holidays thsi year in Dubai. Am I allowed to do some important business calls with my business phone from there?;HR
hi, I try to use the stairs as often as possible but why do they need to so dirty every time? I always find some coffee or food stains and this is just not normal if you work in such a big company… please do something;Facility Management
Hello, I would like to know when we receive our monthly salary - is it onlast week of the monthe or the first wele of the next month?;HR
Hey, I became a hiring manager today. I think should have gotten some additional functions in our system but nothing has changed. Can you please check this, please?;HR
Water is dripping from the ceiling in the parking lot. Please have a look at it.;Facility Management
I have a problem. The in-place monitors on my workplace are not working, I cannot connect my pc.;IT
The light indicators in the parking do not work corrrectly, they show no fee spacea are available even if it is half empty. Coulf you please resolve the issue?;Facility Management
Hey, how can I get a parking  ticket for the parking lot? I usually travel by train but I sometimes to take the car and paying 30 Euros per day is a lot…;Facility Management
My question is as follows. I keep receiving my payslips per physical post. Is there a way to opy out of it? I would like to receive them per email/portal only to reduce carbon footprint. Thanks;HR
Hey can you tell me how long this hiring freeze is going to last? We wanted to hire a working student.;HR
Can you please update me on the status of my contract extension for the next 6 months? Thank you;HR
Hi! Can you please tell your staff to clean my desk? I has the same stains as three weeks ago;Facility Management
I have been trying to connect my pc via hdmi to big screen to show my team a presentation but my laptop does not connect, could you help me?;IT
hey, the light in the emergency sign stopped working. Please fix this as the law requires it;Facility Management
Hey guys, it is snow outside and I cannot see any measures to make the paths safe for people. Someone can easily slip and break a leg or an arm. Please sprinkle salt on the sidewalk;Facility Management
Hello, could someone please clean up the staircase in building 2? There is a big wet stain between floors 2 and 3. Thank you;Facility Management
Hey, could you provide me some information about the home office regulations please? Thanks!;HR
Hello! I have an issue with time recording. I am a student with normal worktime of 20h/week. However on semester breaks I am allowed to work up to 40h. I am now trying to record my time and still can't enter more than 20h, eventhough I stated I am on semester break. Could you help me please?;HR
Hello can you tell me whether it is possible to cancel my parental leave to come back to office earlier than planned?;HR
Hi, my mouse accidentally broke on the short notice and I need it today for work. Is there a way I could quickly borrow one from IT? Or the only way is to buy a new one? Thanks;IT
Hey the light switch in my office in building 10, 2nd floor does not werk well. It feels as if something is stuck in the switch and I need to apply physical force to use it.;Facility Management
Some bird crashed into my office's window… can anybody remove it please? It is just gross…;Facility Management
Can you tell me whether our company offers any support programs for doing a master's parallel to work?;HR
Hey, the water pressure in the showers and in the bathroom in general is rather low. We can't really get clean is the water is dripping and flowing…;Facility Management
Sorry but I do not find the documents for requesting holidays. Can you tell me where I can find these?;HR
Hola, when I was younger, I worked as cleaner. Back in the days, there was a list which we had to sign when we had cleaned the bathrooms and more. I do not see such a list in our bathrooms anymore or at least no one signs it. Can you provide some information why it is so?;Facility Management
Hello good morning, I am writing you due to my car crash with our company's car. Does the insurance cover the complete damage or do I have to pay parts of it by myself?;HR
Hi team, how can I get to the 3rd floor as a person in a wheel chair if the elevators break?;Facility Management
The printer in my office has broken, I cannot print anything as it does not connect to my laptop via wifi. Can someone investigate?;IT
Hi team! I am a manager for 2 months and my colleagues asked me to hire 2 interns as we cannot handle the workload. Could you explain me how I can do this and which permissions are necessary? Thanks!;HR
hi, where can I see my mandatory learnings curriculum? Thank you;HR
Hello could you please eliminate all the work restrictions I had due to my immigration status? I have just received German citizenship so I am now allowed to work full time by law.;HR
Hello IT, I am writing from my colleague's computer. My name is Rebecca Baker, I5410012, and my computer does not start at all. I enter the password and the username but it simply won't do anything. How can we meet? Thanks!;IT
My laptop's touchscreen is not working properly - there is a place on the screen where it seems to be pressed. In this way I am unable to work as something is pressing on a screen spot constantly and it closes windows/disables mouse every few seconds. Can sombody help me please?;IT
Hey I am new to this company and would need some assistance for completing the request documents of compensation for travel expenses. Can you support me please?;HR
Our team needs catering for 12 people for our upcoming team meeting. Who should I contact to organize it? Thank you.;Facility Management
hello, I have a following issue. The files in teams should be autosaved automatically. However they are not saved and you can’t even manually save them. The only way to make changes is to download the file, change and upload again. Could you please make it autosave again?;IT
dear IT team, I have ordered a yearly zoom licence a week ago and still have not received my corporate account. How long will it take to have it set? Thank you;IT
After going on a business trip (on a plane) my pc's battery does not hold longer than 1h. Can you help me fix it or who should I talk to to get a new computer?;IT
Ola, the company introduced the new severance program. As I will be a pensioner next year, can I still apply for this program?;HR
hello I can't download anything from the software store, can I get assistance?;IT
My office door has unfortunately deformed. I can't close it now and therefore have important meetings. Could you please help me further?;Facility Management
I will give birth in 3 months which means that I will be on maternity leave soon. Do you have a check list for the things I need to do before the leave?;HR
Good afternoon, in the previous mail you told me that the vacation days expire at the end of the year. Can I have the days at least paid?;HR
Hello I lost my company's identity card, can you tell me how I can get a new one?;HR
When I try to enter the internal system I receive the attached popup. I would appreciate it if you help me fix it. thanks;IT
The issue is as follows: I was asked to provide additional documents for creating a new contract. As I am a foreign citizen, I cannot provide them.;HR
Hey, do you plan building a new parking lot? It becomes hard to find a free spot if you are not coming at 8am.;Facility Management
Hello, the ventilator in my office suddenly stopped working, there may be a problem with electricity supply to it. I would appreciate if someone could repair it or get us a new one. Thank you!;Facility Management
Hello, I have a problem. The air conditioner in my office does not work properly. It is very hot here in summer, can anyone please have a look? Thank you;Facility Management
Good day. It takes ages to charge my laptop in the last 2 weeks but it was not the case before. Could someone please look at what might be the reason for this? Or eventually replace a battery on my pc? Thank you;IT
We have plenty of rooms for enjoying some free time or taking a break in building 3. Can we get a table football game for our recreation room? Sports will help us after lunch to become productive even quicker.;Facility Management
Hey! Our company always emphasizes that learning is so important etc. Since the latest microsoft office update, I get lost in Excel and Powerpoint. I know these tools well but the new UI makes it really difficult to do what I want. Will there be trainings?;HR
Where is material procurement department? My pens are empty, I have no paper;Facility Management
Hello I am using the older version of snagit, the screencapture program which I downloaded from the software store. I know the new version has come out. Am I supposed to update it? For how long will the older versions still be supported at our company? I like my current version better and would like to keep it;IT
Hey can you tell me how much I am allowed to spend on a hotel for a three day business trip?;HR
whenever my skype app is on, I can’t make any calls in any other apps (teams, zoom etc). I can only hear a strong beeping noise coming from skype ehich disappears only if I turn it off completely. However I still need skype for messaging etc. Can someone help me fix this?;IT
Thank you for organizing the recreation rooms! Can we somehow get a Playstation 5? This would strengthen the bond between colleagues and helps for networking;HR
Who do I need to contact and what proving doccuments do I need to submit to receive my visa costs back I paid to travel to my customer? Thanks;HR
hey! Can we get an air conditioner in the office? Even if I worked in a shirt and shorts, I would sweat… +28 in the office is not bearable…;Facility Management
Hi, I have forgotten my global password so I have no more access to my laptop. What are my next steps to have the issue resolved?;IT
Good day, I have added adblocker addon to my chrome browser but now I can’t access any of the corporate websites unless I disable it. Is this normal? Am I supposed to be able to access them with adblocker? I know it works for my colleagues;IT
I have a following problem: my desk chair is broken, I can't adjust it anymore. I would be very happy if you could repair it or get me a new one! Thanks;Facility Management
hello, I would like to transfer to another team/get a new position at the company, Is there a list with internal job postings I could refer to? Thank you;HR
Hello, can you tell me whether our company offers any preferential treatment on train and bus tickets? I would like to come to work by train. ;HR
hi, the windows in building 5, 4th floor, cannot be closed properly. There is always space between the frame and the window itself so that cold air flows into the office.;Facility Management
Hey, our gym is awesome but some people refuse to train with a towel. Can someone deal with that, please?;Facility Management
After the new update my MS office applications automatically create protected files that can only be opened with a password. How can I disable this feature again? Thanks;IT
I come from africa. When we have lunch, my boss always bullies me that there is not so much food in my homeland and everyone is poor. I cannot stand this anymore. This needs to immediately or I will turn to the court;HR
Hi! The sanitizers are always empty in building 8 after 1pm. How are we supposed to stop COVID if we can't even organize soap or sanitizers? We need a change there….;Facility Management
I have a following question. When I download something from te software store but after a while a new version of the program comes out. Is the program going to update itself automatically or do I need to download it again every time? Thanks;IT
Hey, my first child has been born a week ago. I would need you to adapt my tax class to my new family situation. Thank you in advance.;HR
Hello, I see in my payslip that my tax class is wrong and I pay a lot more taxes than I am supposed to. Can you please help me further?;HR
Hey, the benefit plan says it is possible to receive 1000 Euro for the birth of your child. Is this still possible? I attached the birth certificate of my daughter;HR
Hey, could you please recompute the number of open vacation days? I calculated 33 but the system says that only 25 are avalable;HR
Dear HR team, as I have married, my tax class should have changed from 1 to 4 but it is still 1. Can you deal with this please? I do not want to get in trouble with the German tax offices.;HR
Hello, I ordered a new iphone but the order process seemed to have broken. I repeated the steps again and now I see both orders in my cabinet. Could you help me delete one of them?;IT
hi, how do I switch on the mail notifications again? I switched them off for I had a workshop and did not want to be distracted but the option to turn them on does not appear anywhere;IT
hello, the print screen functionality does not work on my laptop anymore. Even if I dowload programs they still crash. What should I do to have this issue resolved?;IT
good afternoon. Does our company subsidize an ergonomic workspace. My doctor said I should work while standing as I sit to much. ;HR
I would like to make a complaint about the travelling expenses system we are supposed to use. Unfortunately, it is very slow and difficult to navigate. Is it okay if I don't use it? ;HR
Hello, I have an issue with my laptop touchscreen. It looks like some force is pressing on the screen itself and the laptop becomes uncontrollable - it is stronger than a mouse. What shall I do?;IT
hey, the softdrink machine requests an audit for almost 4 hours. Can you please check it and tell me where I can find an alternative? ;Facility Management
Hey, how can I participate in the company's pension program?;HR
Good morning. After the last evening's update my touchpad does not work. I am assuminng it just is disavbled but I can't enable it myself again. ;IT
Hi, how can I make an appointment to physically show the IT my pc? It starts making strange sounds from time to time. Thank you;IT
Hello! You sent a newsletter that there will be a new health and sports building for our company. Are you planning to engage some physical therapists? Our backs suffer from the sitting…;HR
Some of my excel functions are disabled, I cant create or use any of the pivot charts to do important analytics. Restarting or redownloading file did not help. Any support will be appreciated.;IT
Hey can you tell me whether there is any child care offered during office hours? I would need a spot for my daughter. ;HR
A following question. I need to buy something from the hardware store for work - and I have my manager's oral approval. Who gets charged if I order things - is it out department or me personally? Specifically, I need special adapters for my laptop. Thank you;IT
Hello team… get a plumber please. The water in the showers and bathrooms is yellow… Maybe it is rust;Facility Management
The milk in the coffee machine smells rotten and seems to be thick. We have already many ill people due to the flu. Please don't sicken the rest of my personell…;Facility Management
Hey, my brother is about to finish his studies. Are you maybe looking for a junior recruiter?;HR
Hey, the tennis court is a great place but yesterday we could not play there as we found some glass and metal splinters. Maybe check with security and help us to prevent such cases. People really can get hurt. ;Facility Management
I have new customer from Turkey do I need a visa as a Spanish citizen to go there on a business trip or is it ok to enter a country as a tourist? Thank you;HR
Hey can you tell me what I have to achieve in this company to get my own company's car?;HR
Hello, just wanted to ask when I will get my extra hours from my weekend shifts added to my time account? Thanks in advance.;HR
I would like to contact the company doctor regarding some health problems. Where can I find him?;Facility Management
Hey, my boss asked me to enter my career and development goals into the internal system. I have no clue what he is talking about. FYI: We will have our yearly employee talk next week, maybe this will help you;HR
Do I need to make an appointment to change my old hardware for the new one or could I just come by after its scheduled arrival date? Thanks;IT
Hello, is it according to our policies allowed that our intern brings my company's car to the repair shop? That would help us a lot if that would be allowed.;HR
What information do you need to create a new job posting and publish it on the company website? Is there a clear standard structure of required information?;HR
My boss told me to contact you on this way to answer my question: Is it possible to change parts of my loan into stock packages? That would be very beneficial for my tax return statement.;HR
Hey, my colleagues told me it is possible to rent a room for special occasions like birthdays or jubilees. How can I do that? Are you the right contact person? ;Facility Management
dear team, there is come kind of a permissions error that does not allow me to save generated reports. I believe it has to do with the server where reports are published to. Can you resolve the issue? thanks;IT
When I generate a new document, the program cannot find a path where to save it which makes me unable to finish report generation;IT
Hey, please fix the hot water in the showers! I am having a cold due to it!!!;Facility Management
Hey, we live in 2020, media talks so much about AI and machine learning and all those fancy things. Is there a training for these topics provided by our company? Me and my colleagues really would like to know more about these things;HR
Hey, our offices have walls made out of glass. I always feel watched if someone passes my room. How can I deal with that? Do you we have some kind of sight protection? Thanks!;Facility Management
Hello, I cannot turn on my computer for some reason, can I come over to the it desk tohave it looked at? I have an urgent important meeting and need information that is stored on my laptop;IT
Due to family troubles, I would require some unpaid vacation. Could you pleas tell me how I can request that?;HR
I am having trouble with my laptop keyboard - at times it freezes and does not react to any of my moves which significantly reduces my productivity. What are my actions to have this fixed?;IT
Hey, can we somehow get more internal shuttle busses? I often use them to get to the next station or to other buildings. There is no air to breathe in them to be honest as it is very crowded;Facility Management
I am a foreign citizen located in Gemany. To have my contract extended I received a list of documents I need to submit. Is it ok if I fill them in in English and not German because my German skills are still not good and I am afraid to make mistakes? Thank you;HR
Hey i just moved into a new flat. Could you please change my contact information your documents? Its now East Kensington Road 1327. Thank you very much.;HR
I am receiving a server error message when I log into my personal account in portal. I can't see my data. Help me please?;IT
I can't find the important functions in the videoconferencing app after the new update. Do you have a manual where I can find the necessary functions in the new layout? Thanks;IT
"Hey, please fix the gym equipment. E.g. the treadmill's display shows only ""ERROR""";Facility Management
Hello, our company is presenting itself as tolerant and open etc. Why do you hire cleaners that abuse me in their foreign language? How did I understand that? Well, I also speak Polish like them and they have no right to make fun of anybody or call names!!! There must be consequences...;Facility Management
